Fuel_Type,Body_Type,Kilometers_Driven,Registration_Year,Car_Model,Ownership,Features,Engine_Power,Mileage,Car_Link,Price,Car_Age
Diesel,SUV,"10,000",2022,Kia Seltos,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",113.43bhp,18 kmpl,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Gtx-Plus-Diesel-At-cars-Gurgaon_d4aa1aa7-0fbb-4da0-8aad-4644c5a32df8.htm,₹ 19 Lakh,2022
Petrol,SUV,"57,437",May 2016,Hyundai Creta,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",121.3bhp,15.29 kmpl,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Creta-1.6-Vtvt-S-cars-New-Delhi_444a8bad-3fd9-40dd-9d9d-a98405d0eada.htm,₹ 7.62 Lakh,2016
Petrol,SUV,"8,000",Dec 2020,Mercedes-Benz GLC,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",197bhp,12.74 kmpl,https://www.cardekho.com/used-car-details/used-Mercedes-benz-Glc-200-cars-New-Delhi_cd2bb867-7948-41d8-a752-533891921c67.htm,₹ 56 Lakh,2020
Petrol,Hatchback,"28,151",Jan 2019,Maruti Swift,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",88.50bhp,22.38 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Vxi-cars-Noida_0790cfdc-d46c-42c9-9cfd-172ec94b497b.htm,₹ 5.23 Lakh,2018
Petrol,SUV,"60,000",2017,Hyundai Creta,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",121.3bhp,15.29 kmpl,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Vtvt-E-Plus-cars-New-Delhi_b2871953-ac15-4afc-aae2-c4a2807152f9.htm,₹ 7.65 Lakh,2017
Petrol,SUV,"20,000",Jun 2021,Kia Sonet,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",81.86bhp,18.4 kmpl,https://www.cardekho.com/used-car-details/used-Kia-Sonet-Htk-Plus-Bsvi-cars-New-Delhi_0c18ad5c-22ee-4a19-8c8a-dc11ef135b16.htm,₹ 8.95 Lakh,2021
Cng,Sedan,"42,682",May 2022,Hyundai Aura,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",68.05bhp,28 km/kg,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Aura-S-Cng-cars-Noida_ed58af83-b47a-47de-a590-77caa5d1f16d.htm,₹ 7.08 Lakh,2021
Petrol,Hatchback,"44,653",Sept 2017,Volkswagen Polo,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Rear, Anti Lock Braking System, Centeral Locking",74bhp,18.78 kmpl,https://www.cardekho.com/used-car-details/used-Volkswagen-Polo-1.2-Mpi-Trendline-cars-New-Delhi_060a7eb9-4b1c-4f8d-878f-ad292c018f64.htm,₹ 4 Lakh,2017
Cng,Hatchback,"7,000",Feb 2022,Hyundai Grand i10 Nios,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Power Adjustable Exterior Rear View Mirror, Wheel Covers, Anti Lock Braking System, Centeral Locking, Radio",67.72bhp,,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Nios-Magna-Cng-cars-New-Delhi_5cee4f96-fa3a-4493-9a09-67c5c685005f.htm,₹ 7.25 Lakh,2022
Petrol,Hatchback,"67,823",Nov 2019,Maruti Baleno,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",81.80bhp,21.01 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Baleno-Alpha-cars-Ghaziabad_4667a943-8238-4830-960e-3e42b58d4f0b.htm,₹ 6.63 Lakh,2019
Petrol,Hatchback,"50,000",Jun 2014,Honda Brio,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",86.8bhp,16.5 kmpl,https://www.cardekho.com/used-car-details/used-Honda-Brio-Vx-At-cars-New-Delhi_75a5139d-25ff-4cbb-8f02-e283b70c332c.htm,₹ 3.90 Lakh,2014
Diesel,SUV,"97,055",Apr 2019,Nissan Kicks,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",108.5bhp,20.45 kmpl,https://www.cardekho.com/buy-used-car-details/used-Nissan-Kicks-Xv-D-Bsiv-cars-Ghaziabad_bfe99ff8-7ba3-453b-80e3-f463e3c1c3c7.htm,₹ 7.84 Lakh,2019
Petrol,Sedan,"1,14,000",Apr 2017,Toyota Camry,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",157.7bhp,19.16 kmpl,https://www.cardekho.com/used-car-details/used-Toyota-Camry-2.5-Hybrid-cars-New-Delhi_408cc2c5-1365-4c7c-8c8c-81a38cfefaee.htm,₹ 21 Lakh,2017
Diesel,SUV,"24,000",Jun 2022,Kia Sonet,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",98.63bhp,,https://www.cardekho.com/used-car-details/used-Kia-Sonet-1.5-Gtx-Plus-Diesel-Dt-cars-New-Delhi_fecef6fe-eddd-47a6-a47e-303c6d31f450.htm,₹ 13.50 Lakh,2022
Diesel,Sedan,"30,000",Jul 2016,BMW 5 Series,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",190bhp,18.12 kmpl,https://www.cardekho.com/used-car-details/used-Bmw-5-Series-520d-Luxury-Line-cars-New-Delhi_bb0aae7a-e7f1-4e6c-a8eb-68f852a7ce0f.htm,₹ 23.50 Lakh,2016
Electric,Hatchback,"6,000",Jun 2023,Mini Cooper SE,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",181.03bhp,,https://www.cardekho.com/used-car-details/used-Mini-Cooper-Se-Electric-cars-New-Delhi_00f4f7c0-19b3-494b-bc38-fda2e3ef1c96.htm,₹ 46 Lakh,2023
Petrol,MUV,"7,000",Feb 2023,Toyota Innova Crysta,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",163.60bhp,8 kmpl,https://www.cardekho.com/used-car-details/used-Toyota-Innova-Crysta-2.7-Vx-7-Str-cars-New-Delhi_8626c0d0-754f-4543-a01b-0c5e17e8d5ca.htm,₹ 22.50 Lakh,2022
Diesel,SUV,"34,000",Sept 2021,MG Gloster,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",215.01bhp,12.4 kmpl,https://www.cardekho.com/used-car-details/used-Mg-Gloster-Sharp-7-str-cars-New-Delhi_25524ae7-4e9b-4ab5-aa6a-e568ac20084f.htm,₹ 35 Lakh,2021
Diesel,SUV,"29,000",2013,BMW X1,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",184bhp,17.05 kmpl,https://www.cardekho.com/used-car-details/used-Bmw-X1-Sdrive-20d-Sportline-cars-New-Delhi_02a4adde-80ae-4d7c-849d-9e741b192783.htm,₹ 9 Lakh,2013
Petrol,SUV,"38,000",Dec 2020,Mercedes-Benz GLC,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",197bhp,12.74 kmpl,https://www.cardekho.com/used-car-details/used-Mercedes-benz-Glc-200-cars-New-Delhi_b7ea9a55-b281-44e9-919b-5a06d1cad4f9.htm,₹ 52.45 Lakh,2020
Diesel,SUV,"1,50,000",2013,Tata Safari Storme,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking",138.1bhp,14 kmpl,https://www.cardekho.com/used-car-details/used-Tata-Safari-Storme-Ex-cars-Gurgaon_e6ecd92a-4348-49e0-b3bc-805f0cb29217.htm,₹ 3.50 Lakh,2013
Diesel,SUV,"83,329",Nov 2019,Hyundai Venue,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Audio System Remote Control",88.7bhp,23.7 kmpl,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Venue-Sx-Opt-Diesel-Bsiv-cars-Gurgaon_05dbcbf9-26a3-405e-ae66-2df864656efd.htm,₹ 8.39 Lakh,2019
Petrol,Hatchback,"43,000",2008,Maruti Zen Estilo,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Integrated Antenna",64bhp,18.2 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Zen-Estilo-1.1-Lxi-Bsiii-cars-New-Delhi_5312bbac-7677-47b0-ab22-689af44d6861.htm,₹ 1.20 Lakh,2008
Petrol,Hatchback,"8,000",2022,Hyundai Grand i10 Nios,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",81.86bhp,20.7 kmpl,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-Nios-Sportz-cars-Gurgaon_f43731b4-462e-477d-9214-d1a2ad9dcf10.htm,₹ 7.50 Lakh,2022
Petrol,SUV,"11,404",Jan 2022,Skoda Kushaq,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",113.98bhp,17.2 kmpl,https://www.cardekho.com/buy-used-car-details/used-Skoda-Kushaq-1.0-Tsi-Ambition-At-Bsvi-cars-Noida_31555477-cee1-4570-806b-5e5fb4b9fbca.htm,₹ 12.84 Lakh,2021
Petrol,SUV,"70,000",2019,Hyundai Creta,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",121.3bhp,13 kmpl,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Vtvt-Sx-Plus-cars-Gurgaon_870a4784-d73e-47c4-a468-f6d4ac5f400b.htm,₹ 8.50 Lakh,2019
Diesel,Hatchback,"23,000",Jan 2023,Tata Altroz,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",88.77bhp,23.64 kmpl,https://www.cardekho.com/used-car-details/used-Tata-Altroz-Xz-Diesel-cars-New-Delhi_18663663-c556-46ac-9e92-d0648cd626e4.htm,₹ 8.70 Lakh,2023
Petrol,Hatchback,"19,044",Jun 2022,Maruti Ignis,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",81.80bhp,20.89 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Ignis-Zeta-Bsvi-cars-Gurgaon_830f449d-bbac-4a07-96fe-77504892d2f2.htm,₹ 6.34 Lakh,2022
Petrol,Sedan,"23,500",Jun 2017,BMW 7 Series,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",321.84bhp,12.5 kmpl,https://www.cardekho.com/used-car-details/used-Bmw-7-Series-740li-Dpe-Signature-cars-New-Delhi_9dc1d776-5755-45ab-8938-03cddcf01c60.htm,₹ 75 Lakh,2017
Petrol,SUV,"17,367",Apr 2019,Hyundai Creta,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",121.3bhp,15.8 kmpl,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Creta-1.6-Sx-cars-Gurgaon_f4e06f57-7de4-41be-a97c-2137a10b426b.htm,₹ 12.50 Lakh,2019
Diesel,SUV,"3,800",Sept 2020,Kia Seltos,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",113.43bhp,20.8 kmpl,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Htk-Diesel-cars-New-Delhi_086c10ad-6786-4673-ba65-ecafe1a215d1.htm,₹ 13.25 Lakh,2020
Petrol,Sedan,"45,000",Sept 2017,BMW 3 Series GT,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",248bhp,15.34 kmpl,https://www.cardekho.com/used-car-details/used-Bmw-3-Series-Gt-M-Sport-Petrol-cars-New-Delhi_24d5d6a0-5bbf-4f66-8dd0-d1a52c2bcc2e.htm,₹ 32.15 Lakh,2017
Petrol,Hatchback,"43,124",Sept 2014,Hyundai Grand i10,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",82bhp,18.9 kmpl,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-At-Asta-cars-New-Delhi_50af05ca-ef43-44cd-b4c6-65d9c89233ec.htm,₹ 4.21 Lakh,2014
Diesel,SUV,"20,000",2020,Mahindra XUV500,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",152.87bhp,15.1 kmpl,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W7-cars-New-Delhi_060ebe82-6955-4835-ab3f-948f7ecb8475.htm,₹ 13 Lakh,2020
Diesel,SUV,"60,000",2017,Hyundai Creta,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",126.2bhp,17.01 kmpl,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Crdi-At-Sx-Plus-cars-Noida_944d25ae-9b6f-4277-a410-944e05087346.htm,₹ 10 Lakh,2017
Petrol,Hatchback,"36,000",Jul 2018,Maruti Baleno,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",81.80bhp,21.01 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Zeta-cars-New-Delhi_24fe805c-21ce-4253-b76f-2671d2d861e4.htm,₹ 6 Lakh,2018
Petrol,Hatchback,"44,559",Aug 2015,Hyundai Grand i10,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",82bhp,18.9 kmpl,https://www.cardekho.com/used-car-details/used-Hyundai-Grand-I10-At-Asta-cars-Faridabad_5aa597a8-742f-4866-88a1-016721402ef3.htm,₹ 4.95 Lakh,2015
Petrol,SUV,"10,000",2022,MG Hector Plus,First Owner,"Power Windows Front, Power Windows Rear, Electronic Multi Tripmeter, Leather Seats, Fog Lights Front, Fog Lights Rear, Anti Lock Braking System, Brake Assist, Radio",141bhp,14.025 kmpl,https://www.cardekho.com/used-car-details/used-Mg-Hector-Plus-Sharp-Hybrid-Mt-cars-Noida_bef04a5c-68bc-4a06-8e20-b4c1fdc48f3a.htm,₹ 20.50 Lakh,2022
Petrol,Hatchback,"37,587",Jun 2021,Tata Altroz,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Radio",86.83bhp,19.33 kmpl,https://www.cardekho.com/buy-used-car-details/used-Tata-Altroz-Xm-Plus-Bsvi-cars-Gurgaon_55c6532e-05de-4239-9b4c-e029e1d2bef1.htm,₹ 6.27 Lakh,2021
Petrol,Sedan,"90,000",2016,Honda Amaze,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",86.7bhp,17.8 kmpl,https://www.cardekho.com/used-car-details/used-Honda-Amaze-Sx-I-Vtec-cars-Gurgaon_66166843-d9cf-4db1-9076-9148cf1ce676.htm,₹ 3.40 Lakh,2016
Petrol,Hatchback,"73,786",Jul 2010,Hyundai i10,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Power Antenna, Centeral Locking, Day Night Rear View Mirror",78.9bhp,20.36 kmpl,https://www.cardekho.com/buy-used-car-details/used-Hyundai-I10-Magna-1.2-cars-Noida_03721391-f910-47be-b680-524fa5b03001.htm,₹ 1.90 Lakh,2010
Petrol,Sedan,"50,000",2009,Toyota Corolla Altis,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",138.1bhp,14.53 kmpl,https://www.cardekho.com/used-car-details/used-Toyota-Corolla-Altis-1.8-Vl-At-cars-New-Delhi_9a3ece0f-945d-42ef-b799-f61c1e4187b0.htm,₹ 3 Lakh,2009
Petrol,Hatchback,"22,000",Sept 2018,Maruti Swift,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",81.80bhp,21.21 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Vxi-cars-Gurgaon_e63faa7a-d6cc-45f6-927e-438602b122bb.htm,₹ 5.75 Lakh,2018
Petrol,Hatchback,"38,103",May 2019,Maruti Baleno,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",81.80bhp,19.56 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Baleno-Alpha-Cvt-cars-Noida_d62a2c14-f47d-42af-9eec-f06e304f9fb6.htm,₹ 7.43 Lakh,2019
Petrol,Hatchback,"15,000",Aug 2022,Maruti Ignis,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",81.80bhp,20.89 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Ignis-Zeta-Bsvi-cars-Gurgaon_ebf401bc-d873-4467-aed9-fbe8883a3e72.htm,₹ 6.45 Lakh,2022
Diesel,MUV,"69,000",Sept 2018,Toyota Innova Crysta,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",171.5bhp,11.36 kmpl,https://www.cardekho.com/used-car-details/used-Toyota-Innova-Crysta-2.8-Gx-At-Bsiv-cars-New-Delhi_2eb93ad2-9788-47ba-8f8e-2c01821fdf53.htm,₹ 17 Lakh,2018
Petrol,Hatchback,"48,327",Dec 2013,Hyundai Grand i10,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",82bhp,18.9 kmpl,https://www.cardekho.com/buy-used-car-details/used-Hyundai-Grand-I10-Asta-cars-Gurgaon_f0b87ea3-1be3-4275-a52b-9b76e28b9638.htm,₹ 3.59 Lakh,2013
Petrol,Hatchback,"40,000",2008,Maruti Zen Estilo,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Manually Adjustable Exterior Rear View Mirror, Integrated Antenna",64bhp,18.2 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Zen-Estilo-1.1-Lxi-Bsiii-cars-New-Delhi_439f3948-75c6-491b-92c9-6cd6251c9b62.htm,₹ 1.20 Lakh,2008
Petrol,SUV,"38,967",Nov 2020,Kia Seltos,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",138.08bhp,16.5 kmpl,https://www.cardekho.com/buy-used-car-details/used-Kia-Seltos-Gtx-Plus-cars-Ghaziabad_43dc4e5e-dfc8-4c52-b3b3-162bac33f418.htm,₹ 11.21 Lakh,2020
Diesel,SUV,"50,000",Aug 2020,Kia Seltos,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",113.43bhp,20.8 kmpl,https://www.cardekho.com/used-car-details/used-Kia-Seltos-Htk-Diesel-cars-New-Delhi_799bad96-61d1-428d-8bee-baf8e19e287e.htm,₹ 13.75 Lakh,2020
Petrol,Hatchback,"33,000",Sept 2016,Maruti Baleno,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",81.80bhp,21.01 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Baleno-Alpha-cars-New-Delhi_5a71a08c-568e-4482-b8a8-9e607d080b3c.htm,₹ 5.25 Lakh,2016
Petrol,Sedan,"70,000",Aug 2014,Toyota Etios,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Day Night Rear View Mirror, Cd Player",88.73bhp,16.78 kmpl,https://www.cardekho.com/used-car-details/used-Toyota-Etios-G-cars-New-Delhi_b94152c1-9dfe-4ffe-a463-ae4be96bb872.htm,₹ 3.75 Lakh,2014
Petrol,Hatchback,"1,20,000",2006,Maruti Wagon R,Third Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Centeral Locking, Child Safety Locks",67.1bhp,18.9 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Wagon-R-Lxi-cars-New-Delhi_bfb452b0-c01e-4e0a-b1bc-ec2410068a3a.htm,"₹ 90,000 ",2006
Diesel,SUV,"72,000",Jan 2018,Isuzu MU-X,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",175bhp,13.8 kmpl,https://www.cardekho.com/used-car-details/used-Isuzu-Mu-x-4x4-cars-New-Delhi_b10e16d9-6641-479c-bb69-a2283c2ff0fc.htm,₹ 16.99 Lakh,2018
Petrol,SUV,"58,511",Mar 2017,Hyundai Creta,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",121.3bhp,15.29 kmpl,https://www.cardekho.com/used-car-details/used-Hyundai-Creta-1.6-Vtvt-E-Plus-cars-New-Delhi_3c6ae4c7-75f0-4caf-9748-e3b8bd48f9fc.htm,₹ 8.95 Lakh,2017
Diesel,Sedan,"60,000",2014,Maruti Swift Dzire,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",74bhp,23.4 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Dzire-Vdi-cars-Ghaziabad_5e0d8651-76b2-4bb8-a757-a8a20d46695d.htm,₹ 4.10 Lakh,2014
Diesel,SUV,"40,000",2019,Mahindra Scorpio,Third Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Centeral Locking, Cd Player",140bhp,16.36 kmpl,https://www.cardekho.com/used-car-details/used-Mahindra-Scorpio-S7-140-Bsiv-cars-New-Delhi_5ae272f4-1bf6-4624-8ef1-21ff857cdadd.htm,₹ 12.50 Lakh,2019
Petrol,Hatchback,"43,500",Apr 2019,Maruti Swift,First Owner,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist",81.80bhp,22 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Lxi-Bsiv-cars-Gurgaon_9ca22fc2-b249-4f46-a2bc-99e2c5a53f25.htm,₹ 5.25 Lakh,2019
Petrol,Sedan,"68,192",Mar 2019,Maruti Swift Dzire,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Front, Fog Lights Rear, Centeral Locking, Power Door Locks, Cd Player",85.8bhp,17.5 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Swift-Dzire-Vxi-cars-Faridabad_e55ae900-0407-42c4-be94-d732aa0cf84c.htm,₹ 6.25 Lakh,2019
Diesel,SUV,"1,00,000",2017,Mahindra XUV500,Third Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",140bhp,16 kmpl,https://www.cardekho.com/used-car-details/used-Mahindra-Xuv500-W6-1.99-Mhawk-cars-Gurgaon_3458e5e2-e9ad-4aae-8623-a525d3fe2664.htm,₹ 8.50 Lakh,2017
Diesel,Hatchback,"74,872",Mar 2016,Honda Jazz,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",98.6bhp,27.3 kmpl,https://www.cardekho.com/used-car-details/used-Honda-Jazz-1.5-V-I-Dtec-cars-Noida_f399d9f6-1a9b-4ac7-8bed-ec3db7a7e7e4.htm,₹ 3.40 Lakh,2015
Diesel,MUV,"47,000",Jul 2019,Toyota Innova Crysta,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",148bhp,12 kmpl,https://www.cardekho.com/buy-used-car-details/used-Toyota-Innova-Crysta-2.4-Gx-7-Str-cars-Faridabad_04b1fafb-0443-4899-987f-f1ba31ab4f84.htm,₹ 17.50 Lakh,2019
Petrol,SUV,"9,000",Sept 2022,Maruti Brezza,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",101.65bhp,19.89 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Brezza-Zxi-Plus-Dt-Bsvi-cars-Gurgaon_0eb3872e-60cb-4234-bae4-a47f94ff3963.htm,₹ 12.95 Lakh,2022
