Fuel_Type,Body_Type,Kilometers_Driven,Registration_Year,Car_Model,Engine_Power,Mileage,City,Ownership_Encoded,Star_Rating,Price
Diesel,MUV,20000.0,2022.0,Mahindra Marazzo,120.0,17.3,Kolkata,1,4,1090000.0
Petrol,Sedan,118569.0,2015.7157384987893,Honda City,117.0,17.8,Kolkata,3,4,464000.0
Diesel,Sedan,30000.0,2014.0,Volkswagen Vento,103.0,20.34,Kolkata,1,4,340000.0
Petrol,Hatchback,18060.0,2015.7157384987893,Maruti Alto 800,47.0,24.7,Kolkata,1,4,352000.0
Petrol,Sedan,94042.0,2015.7157384987893,Honda Amaze,86.0,19.25539987552513,Kolkata,1,4,319000.0
Diesel,SUV,90438.0,2015.7157384987893,Mahindra Scorpio,120.0,15.4,Kolkata,1,4,1075000.0
Petrol,Hatchback,120000.0,2009.0,Maruti Wagon R,67.0,18.9,Kolkata,3,4,140000.0
Petrol,Hatchback,80000.0,2009.0,Hyundai Santro Xing,62.0,17.92,Kolkata,1,4,125000.0
Diesel,SUV,50000.0,2018.0,Jeep Compass,170.0,17.1,Kolkata,1,4,1200000.0
Petrol,Hatchback,60000.0,2010.0,Maruti Ritz,85.0,18.5,Kolkata,4,4,160000.0
Petrol,Hatchback,70000.0,2010.0,Maruti Estilo,81.0,19.5,Kolkata,3,4,120000.0
Petrol,SUV,30000.0,2020.0,MG Hector,141.0,13.96,Kolkata,3,4,1499000.0
Petrol,SUV,975000.0,2015.7157384987893,Kia Sonet,118.0,18.2,Kolkata,1,4,975000.0
Diesel,SUV,55000.0,2015.7157384987893,Hyundai Creta,126.0,19.67,Kolkata,1,4,999000.0
Diesel,Sedan,30000.0,2017.0,Mercedes-Benz C-Class,170.0,19.27,Kolkata,1,4,2500000.0
Petrol,Hatchback,104900.0,2015.7157384987893,Hyundai i10,78.0,20.36,Kolkata,1,4,196000.0
Petrol,Sedan,24092.0,2015.7157384987893,Toyota Yaris,105.0,17.1,Kolkata,3,4,683000.0
Diesel,Sedan,90000.0,2017.0,Maruti Swift Dzire,74.0,26.59,Kolkata,3,4,500000.0
Petrol,Hatchback,28519.0,2015.7157384987893,Tata Altroz,86.0,19.33,Kolkata,1,4,649000.0
Petrol,Hatchback,88785.0,2015.7157384987893,Honda Jazz,88.0,18.7,Kolkata,1,4,386000.0
Petrol,Hatchback,90000.0,2015.0,Volkswagen Polo,74.0,16.2,Kolkata,3,4,300000.0
Diesel,MUV,79755.0,2015.7157384987893,Tata Hexa,153.0,17.6,Kolkata,1,4,888000.0000000001
Petrol,Hatchback,80000.0,2017.0,Hyundai i20,81.0,18.6,Kolkata,3,4,560000.0
Petrol,Hatchback,68832.0,2015.7157384987893,Mahindra KUV 100 NXT,82.0,18.15,Kolkata,3,4,436000.00000000006
Diesel,SUV,70857.0,2015.7157384987893,Jeep Compass,170.0,16.3,Kolkata,3,4,1032000.0
Petrol,Sedan,50000.0,2010.0,Honda City,118.0,19.25539987552513,Kolkata,4,4,270000.0
Diesel,Sedan,80000.0,2015.0,Maruti Ciaz,88.0,26.21,Kolkata,1,4,475000.0
Diesel,Hatchback,110000.0,2010.0,Maruti Ritz,73.0,21.1,Kolkata,3,4,140000.0
Petrol,Hatchback,60000.0,2013.0,Maruti Wagon R,67.0,20.51,Kolkata,1,4,320000.0
Petrol,Hatchback,70000.0,2014.0,Hyundai Grand i10,82.0,18.9,Kolkata,3,4,340000.0
Petrol,Sedan,100000.0,2011.0,Maruti Swift Dzire,85.0,17.5,Kolkata,3,4,250000.0
Petrol,Sedan,38000.0,2015.7157384987893,Hyundai Xcent,82.0,19.1,Kolkata,1,4,325000.0
Petrol,Hatchback,60000.0,2013.0,Hyundai i20,82.0,18.5,Kolkata,0,4,260000.0
Diesel,MUV,55000.0,2015.7157384987893,Toyota Innova,100.0,12.99,Kolkata,3,4,799000.0
Petrol,Sedan,60000.0,2015.0,Hyundai Xcent,82.0,19.1,Kolkata,1,4,400000.0
Petrol,SUV,4034.0,2015.7157384987893,Hyundai Venue,118.0,18.27,Kolkata,1,4,956000.0
Diesel,Hatchback,28614.0,2015.7157384987893,Chevrolet Beat,56.0,25.44,Kolkata,3,4,210000.0
Petrol,Hatchback,60000.0,2010.0,Maruti Wagon R,67.0,18.9,Kolkata,1,4,240000.0
Petrol,Hatchback,34895.0,2015.7157384987893,Maruti Alto 800,47.0,22.74,Kolkata,1,4,239000.0
Petrol,Hatchback,5891.0,2015.7157384987893,Maruti Baleno,81.0,19.56,Kolkata,1,4,861000.0
Petrol,Sedan,28204.0,2015.7157384987893,Mercedes-Benz E-Class,184.0,19.25539987552513,Kolkata,3,4,3500000.0
Petrol,Hatchback,17776.0,2015.7157384987893,Maruti Ignis,81.0,20.89,Kolkata,3,4,598000.0
Diesel,Sedan,66000.0,2015.7157384987893,Honda City,98.0,19.25539987552513,Kolkata,1,4,750000.0
Petrol,Hatchback,10667.0,2015.7157384987893,Maruti Wagon R,81.0,20.52,Kolkata,1,4,559000.0
Diesel,SUV,27218.0,2015.7157384987893,Kia Sonet,98.0,18.4,Kolkata,1,4,1035000.0
Petrol,Coupe,170.0,2015.7157384987893,BMW 3 Series Gran Limousine,254.0,15.39,Kolkata,1,9,5895000.0
Petrol,Hatchback,28000.0,2015.7157384987893,Ford Figo,86.0,18.16,Kolkata,1,4,259000.0
Petrol,Coupe,12300.0,2015.7157384987893,Audi S5 Sportback,348.0,18.9,Kolkata,3,4,5950000.0
Petrol,SUV,10372.0,2015.7157384987893,Kia Seltos,113.0,18.9,Kolkata,3,4,1300000.0
Petrol,Hatchback,6000.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Kolkata,1,4,650000.0
Petrol,SUV,30022.0,2015.7157384987893,Jeep Compass,160.0,14.1,Kolkata,1,4,1099000.0
Petrol,SUV,47000.0,2015.7157384987893,Jeep Compass,160.0,19.25539987552513,Kolkata,1,4,999000.0
Diesel,SUV,50247.0,2015.7157384987893,Land Rover Range Rover Evoque,246.0,18.9,Kolkata,3,4,5400000.0
Petrol,Hatchback,2704.0,2015.7157384987893,Maruti S-Presso,65.0,21.7,Kolkata,1,4,553000.0
Petrol,Hatchback,14425.0,2015.7157384987893,Maruti Celerio,65.0,24.97,Kolkata,1,4,632000.0
Petrol,Hatchback,40000.0,2018.0,Maruti Ignis,81.0,20.89,Kolkata,1,4,330000.0
Petrol,Sedan,32488.0,2015.7157384987893,Volkswagen Vento,103.0,18.19,Kolkata,3,4,690000.0
Petrol,Hatchback,73949.0,2015.7157384987893,Honda Brio,86.0,19.4,Kolkata,3,4,219000.0
Petrol,Hatchback,40000.0,2015.7157384987893,Maruti Celerio,67.0,23.1,Kolkata,1,4,350000.0
Petrol,Hatchback,55920.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Kolkata,3,4,338000.0
Petrol,SUV,30000.0,2017.0,Ford Ecosport,121.0,19.25539987552513,Kolkata,1,4,500000.0
Petrol,Hatchback,33805.0,2015.7157384987893,Maruti Swift,88.0,22.38,Kolkata,1,4,408000.0
Petrol,Sedan,73781.0,2015.7157384987893,Hyundai Xcent,82.0,19.1,Kolkata,1,4,289000.0
Petrol,Hatchback,50000.0,2015.0,Maruti Alto 800,47.0,22.74,Kolkata,3,4,230000.0
Petrol,Hatchback,65000.0,2015.7157384987893,Hyundai i20,81.0,18.6,Kolkata,1,4,395000.0
Petrol,Hatchback,48072.0,2015.7157384987893,Hyundai i20,80.0,18.5,Kolkata,3,4,220000.00000000003
Petrol,SUV,75420.0,2015.7157384987893,Kia Seltos,138.0,16.5,Kolkata,1,4,1200000.0
Diesel,Sedan,16100.0,2015.7157384987893,Mercedes-Benz C-Class,194.0,12.6,Kolkata,3,4,3050000.0
Diesel,SUV,40722.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Kolkata,1,4,725000.0
Petrol,Hatchback,40000.0,2015.0,Maruti Swift,81.0,21.21,Kolkata,1,4,430000.0
Petrol,Hatchback,50000.0,2008.0,Maruti Swift,88.0,16.1,Kolkata,1,4,200000.0
Petrol,Hatchback,50000.0,2009.0,Maruti Estilo,81.0,19.5,Kolkata,3,4,120000.0
Petrol,Sedan,40000.0,2017.0,Volkswagen Ameo,74.0,19.25539987552513,Kolkata,4,4,470000.0
Petrol,Hatchback,3188.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Kolkata,1,4,296000.0
Petrol,Hatchback,34233.0,2015.7157384987893,Hyundai i20,81.0,18.6,Kolkata,1,4,527000.0
Petrol,Hatchback,50000.0,2010.0,Hyundai Santro Xing,62.0,18.9,Kolkata,3,4,140000.0
Petrol,Sedan,51767.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Kolkata,1,4,591000.0
Petrol,Hatchback,40965.0,2015.7157384987893,Hyundai i20,81.0,18.6,Kolkata,1,4,480000.0
Petrol,Sedan,70000.0,2011.0,Hyundai Verna,121.0,17.01,Kolkata,3,4,250000.0
Petrol,SUV,8176.0,2015.7157384987893,Tata Nexon,118.0,17.33,Kolkata,3,4,822000.0000000001
Petrol,Hatchback,10000.0,2022.0,Renault KWID,67.0,21.74,Kolkata,1,4,510000.0
Petrol,Sedan,13327.0,2015.7157384987893,Toyota Yaris,105.0,17.1,Kolkata,3,4,681000.0
Petrol,SUV,57167.0,2015.7157384987893,Ford Ecosport,121.0,14.8,Kolkata,3,4,735000.0
Petrol,Sedan,35100.0,2015.7157384987893,Volkswagen Vento,103.0,16.09,Kolkata,1,4,590000.0
Petrol,Hatchback,120000.0,2010.0,Hyundai i10,78.0,20.36,Kolkata,1,4,170000.0
Petrol,Hatchback,60000.0,2010.0,Hyundai Santro Xing,62.0,18.9,Kolkata,3,4,130000.0
Petrol,Sedan,60000.0,2008.0,Chevrolet Aveo,94.0,14.4,Kolkata,1,4,170000.0
Diesel,Sedan,30000.0,2020.0,Mercedes-Benz C-Class,194.0,12.6,Kolkata,1,4,3980000.0
Diesel,SUV,14000.0,2022.0,Mahindra XUV700,182.0,18.9,Kolkata,1,4,2220000.0
Petrol,Hatchback,10000.0,2018.0,Maruti Wagon R,67.0,20.51,Kolkata,1,4,450000.0
Diesel,SUV,19500.0,2015.7157384987893,Volvo XC60,235.0,11.2,Kolkata,3,4,4700000.0
Diesel,Sedan,55000.0,2015.7157384987893,Maruti Ciaz,88.0,26.21,Kolkata,1,4,450000.0
Petrol,Sedan,50000.0,2011.0,Hyundai Accent,93.0,16.36,Kolkata,1,4,190000.0
Diesel,Sedan,46980.0,2015.7157384987893,Hyundai Verna,126.0,23.9,Kolkata,3,4,494000.00000000006
Petrol,Hatchback,40535.0,2015.7157384987893,Maruti Swift,88.0,22.38,Kolkata,1,4,535000.0
Petrol,Hatchback,60020.0,2015.7157384987893,Hyundai Santro Xing,62.0,17.92,Kolkata,1,4,155000.0
Petrol,Hatchback,787.0,2015.7157384987893,Renault KWID,67.0,22.3,Kolkata,1,4,557000.0
Cng,Hatchback,5870.0,2015.7157384987893,Maruti Wagon R,55.0,34.05,Kolkata,1,4,674000.0
Diesel,Hatchback,50000.0,2013.0,Renault Pulse,63.0,23.08,Kolkata,1,4,180000.0
Petrol,Hatchback,50714.0,2015.7157384987893,Maruti Celerio,65.0,26.68,Kolkata,1,4,318000.0
Petrol,Sedan,40000.0,2019.0,Hyundai Xcent,81.0,20.14,Kolkata,1,4,500000.0
Petrol,Hatchback,4187.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Kolkata,1,4,403000.0
Petrol,SUV,10164.0,2015.7157384987893,MG Hector,141.0,13.96,Kolkata,1,4,1513000.0
Petrol,Sedan,13269.0,2015.7157384987893,Hyundai Verna,113.0,17.7,Kolkata,1,4,1030000.0
Diesel,SUV,90000.0,2020.0,Mahindra Scorpio,136.0,15.4,Kolkata,1,4,1530000.0
Petrol,Sedan,16000.0,2015.7157384987893,Hyundai Verna,113.0,17.7,Kolkata,1,4,1050000.0
Petrol,Sedan,60000.0,2021.0,Honda City,117.0,17.4,Kolkata,1,4,810000.0
Petrol,Sedan,47114.0,2015.7157384987893,Honda City,118.0,19.25539987552513,Kolkata,3,4,235000.0
Petrol,Sedan,50000.0,2014.0,Honda City,117.0,17.4,Kolkata,3,4,439000.0
Petrol,Sedan,50000.0,2014.0,Honda City,117.0,17.4,Kolkata,3,4,439000.0
Petrol,Hatchback,50000.0,2011.0,Ford Figo,70.0,15.6,Kolkata,3,4,200000.0
Petrol,Hatchback,20000.0,2012.0,Chevrolet Spark,62.0,16.2,Kolkata,1,4,210000.0
Petrol,Hatchback,41424.0,2015.7157384987893,Honda Brio,86.0,19.4,Kolkata,3,4,225000.0
Petrol,Hatchback,23829.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Kolkata,3,4,378000.0
Petrol,Sedan,44199.0,2015.7157384987893,Honda City,117.0,17.4,Kolkata,1,4,684000.0
Petrol,Sedan,40000.0,2018.0,Hyundai Verna,121.0,19.25539987552513,Kolkata,1,4,800000.0
Petrol,SUV,55625.0,2015.7157384987893,Ford Ecosport,123.0,18.88,Kolkata,1,4,419000.00000000006
Petrol,Hatchback,29230.0,2015.7157384987893,Maruti Wagon R,67.0,20.51,Kolkata,1,4,309000.0
Petrol,Sedan,30000.0,2017.0,Maruti Swift Dzire,81.0,19.25539987552513,Kolkata,1,4,525000.0
Petrol,Hatchback,25152.0,2015.7157384987893,Volkswagen Polo,75.0,17.74,Kolkata,1,4,510000.0
Diesel,Sedan,52224.0,2015.7157384987893,Audi A3,143.0,20.38,Kolkata,1,4,2000000.0
Petrol,Sedan,62665.0,2015.7157384987893,Maruti Swift Dzire,88.0,22.41,Kolkata,1,4,289000.0
Petrol,Hatchback,76800.0,2015.7157384987893,Maruti Wagon R,67.0,20.51,Kolkata,1,4,273000.0
Petrol,SUV,80000.0,2017.0,Honda WR-V,88.0,17.5,Kolkata,1,4,600000.0
Petrol,SUV,37833.0,2015.7157384987893,Ford Ecosport,120.0,15.9,Kolkata,3,4,510000.0
Petrol,Hatchback,40000.0,2015.0,Maruti Alto 800,47.0,22.74,Kolkata,1,4,300000.0
Diesel,SUV,72000.0,2012.0,Land Rover Freelander 2,187.0,12.35,Kolkata,3,4,970000.0
Petrol,Sedan,30000.0,2018.0,Hyundai Elantra,149.0,14.62,Kolkata,1,4,1400000.0
Diesel,Sedan,80000.0,2014.0,Hyundai Xcent,71.0,24.4,Kolkata,3,4,300000.0
Petrol,Sedan,30000.0,2018.0,Hyundai Elantra,149.0,14.62,Kolkata,1,4,1500000.0
Petrol,Hatchback,90000.0,2014.0,Volkswagen Polo,74.0,16.47,Kolkata,3,4,290000.0
Diesel,MUV,113000.0,2015.7157384987893,Toyota Innova,100.0,12.99,Kolkata,1,4,750000.0
Petrol,Sedan,90000.0,2012.0,Honda Civic,130.0,14.8,Kolkata,3,4,350000.0
Diesel,Hatchback,92202.0,2015.7157384987893,Maruti Swift,74.0,22.9,Kolkata,1,4,296000.0
Petrol,Hatchback,79783.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Kolkata,3,4,376000.0
Petrol,Sedan,10000.0,2022.0,Honda City,119.0,18.6,Kolkata,1,4,1399000.0
Petrol,Sedan,23227.0,2015.7157384987893,Maruti Swift Dzire,88.0,22.41,Kolkata,3,4,690000.0
Petrol,Sedan,3089.0,2015.7157384987893,Maruti Ciaz,103.0,21.56,Kolkata,4,4,714000.0
Petrol,Sedan,28546.0,2015.7157384987893,Honda Amaze,88.0,18.6,Kolkata,1,4,600000.0
Petrol,Hatchback,85435.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Kolkata,1,4,342000.0
Diesel,Sedan,20000.0,2016.0,Porsche Panamera,300.0,17.85,Kolkata,3,4,5000000.0
Petrol,Hatchback,83124.0,2015.7157384987893,Honda Brio,86.0,19.4,Kolkata,3,4,208000.0
Petrol,Sedan,87859.0,2015.7157384987893,Toyota Etios,88.0,16.78,Kolkata,3,4,279000.0
Diesel,Sedan,65000.0,2015.7157384987893,Honda City,98.0,19.25539987552513,Kolkata,1,4,600000.0
Diesel,SUV,50000.0,2018.0,Mahindra Ssangyong Rexton,184.0,11.18,Kolkata,1,4,1450000.0
Petrol,Sedan,80000.0,2012.0,Toyota Etios,88.0,17.6,Kolkata,4,4,225000.0
Petrol,Hatchback,25000.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Kolkata,1,4,400000.0
Diesel,Sedan,120000.0,2014.0,Ambassador,52.0,12.8,Kolkata,1,4,120000.0
Petrol,Hatchback,3000.0,2015.7157384987893,Hyundai i20,81.0,18.6,Kolkata,1,4,625000.0
Petrol,Hatchback,37001.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Kolkata,1,4,385000.0
Petrol,Hatchback,39000.0,2015.7157384987893,Maruti Swift,85.0,18.6,Kolkata,1,4,335000.0
Petrol,Sedan,20000.0,2020.0,Honda City,117.0,17.4,Kolkata,1,4,985000.0
Diesel,Sedan,103033.0,2015.7157384987893,Hyundai Xcent,71.0,24.4,Kolkata,4,4,271000.0
Petrol,Hatchback,25968.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Kolkata,1,4,481000.0
Petrol,Hatchback,150000.0,2004.0,Maruti Wagon R,67.0,18.9,Kolkata,3,4,75000.0
Petrol,Hatchback,11798.0,2015.7157384987893,Maruti Wagon R,81.0,20.52,Kolkata,1,4,555000.0
Petrol,Sedan,65814.0,2015.7157384987893,Volkswagen Ameo,73.0,19.25539987552513,Kolkata,1,4,430000.0
Petrol,SUV,69007.0,2015.7157384987893,Kia Seltos,113.0,16.8,Kolkata,1,4,1200000.0
Diesel,Hatchback,71420.0,2015.7157384987893,Maruti Swift,74.0,22.9,Kolkata,1,4,286000.0
Petrol,Hatchback,10000.0,2021.0,Hyundai Grand i10 Nios,81.0,20.7,Kolkata,1,4,680000.0
Petrol,Hatchback,9817.0,2015.7157384987893,Datsun RediGO,53.0,20.71,Kolkata,1,4,349000.0
Petrol,Hatchback,124206.0,2015.7157384987893,Maruti Celerio,65.0,25.24,Kolkata,3,4,347000.0
Petrol,Hatchback,50000.0,2002.0,Maruti Zen,60.0,17.3,Kolkata,3,4,48000.0
Petrol,Hatchback,50000.0,2009.0,Maruti Wagon R,67.0,18.9,Kolkata,3,4,125000.0
Petrol,SUV,1062.0,2015.7157384987893,Renault Kiger,71.0,19.03,Kolkata,1,4,785000.0
Petrol,Hatchback,10000.0,2018.0,Hyundai Grand i10,81.0,18.9,Kolkata,1,4,490000.00000000006
Diesel,MUV,10000.0,2019.0,Toyota Innova Crysta,147.0,13.68,Kolkata,1,4,1700000.0
Petrol,Hatchback,20000.0,2015.0,Hyundai Grand i10,82.0,18.9,Kolkata,1,4,350000.0
Diesel,Sedan,68000.0,2015.7157384987893,Honda City,98.0,19.25539987552513,Kolkata,1,4,400000.0
Petrol,Hatchback,65000.0,2015.7157384987893,Volkswagen Polo,74.0,16.2,Kolkata,1,4,365000.0
Petrol,Hatchback,30000.0,2016.0,Maruti Swift,81.0,20.4,Kolkata,3,4,400000.0
Petrol,Hatchback,60000.0,2016.0,Hyundai EON,55.0,21.1,Kolkata,3,4,255000.0
Petrol,Sedan,45699.0,2015.7157384987893,Maruti Swift Dzire,81.0,21.21,Kolkata,3,4,601000.0
Petrol,Hatchback,81575.0,2015.7157384987893,Hyundai i10,78.0,20.36,Kolkata,1,4,216000.0
Petrol,Sedan,42000.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Kolkata,1,4,670000.0
Petrol,Sedan,32092.0,2015.7157384987893,Hyundai Verna,98.0,19.1,Kolkata,1,4,719000.0
Petrol,Hatchback,65916.0,2015.7157384987893,Hyundai Santro Xing,62.0,18.9,Kolkata,4,4,142000.0
Diesel,Sedan,30000.0,2019.0,Mercedes-Benz C-Class,194.0,12.6,Kolkata,1,4,3200000.0
Diesel,SUV,8559.0,2015.7157384987893,MG Hector,167.0,18.9,Kolkata,1,4,1820000.0
Diesel,MUV,50000.0,2017.0,Maruti Ertiga,88.0,24.52,Kolkata,1,4,750000.0
Petrol,SUV,9169.0,2015.7157384987893,Tata Punch,86.0,20.09,Kolkata,1,4,827000.0
Petrol,Sedan,45275.0,2015.7157384987893,Maruti Swift Dzire,81.0,21.21,Kolkata,1,4,475000.0
Petrol,Hatchback,70000.0,2010.0,Hyundai Santro Xing,62.0,18.9,Kolkata,3,4,120000.0
Petrol,Hatchback,90000.0,2011.0,Maruti Wagon R,67.0,18.9,Kolkata,2,4,145000.0
Petrol,Hatchback,70000.0,2015.0,Maruti Alto 800,47.0,22.74,Kolkata,3,4,210000.0
Diesel,Sedan,50000.0,2017.0,BMW 3 Series GT,188.0,21.76,Kolkata,1,4,2490000.0
Petrol,Hatchback,30000.0,2019.0,Maruti Alto 800,47.0,22.05,Kolkata,1,4,330000.0
Petrol,Sedan,10000.0,2021.0,Honda City,119.0,18.3,Kolkata,1,4,1400000.0
Diesel,SUV,80000.0,2017.0,Ford Ecosport,98.0,22.77,Kolkata,3,4,525000.0
Petrol,Hatchback,40000.0,2012.0,Hyundai i10,78.0,20.36,Kolkata,1,4,280000.0
Petrol,Hatchback,30000.0,2017.0,Hyundai Grand i10,81.0,18.9,Kolkata,1,4,430000.0
Diesel,Sedan,80000.0,2009.0,Tata Indigo,70.0,19.61,Kolkata,1,4,115000.0
Petrol,Hatchback,65180.0,2015.7157384987893,Hyundai i20,81.0,18.6,Kolkata,3,4,598000.0
Petrol,Hatchback,110190.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Kolkata,1,4,271000.0
Petrol,Hatchback,50000.0,2019.0,Maruti Alto 800,47.0,24.7,Kolkata,3,0,276000.0
Petrol,Hatchback,45550.0,2015.7157384987893,Maruti Ritz,85.0,18.5,Kolkata,3,4,248000.0
Petrol,Hatchback,14756.0,2015.7157384987893,Maruti Swift,88.0,22.38,Kolkata,1,4,592000.0
Petrol,Hatchback,30000.0,2017.0,Maruti Alto K10,67.0,23.95,Kolkata,3,4,290000.0
Petrol,Hatchback,63179.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Kolkata,1,4,341000.0
Diesel,Sedan,32344.0,2015.7157384987893,BMW 5 Series,187.0,20.37,Kolkata,1,4,3600000.0
Petrol,Hatchback,17436.0,2015.7157384987893,Volkswagen Polo,75.0,17.74,Kolkata,1,4,547000.0
Petrol,Sedan,52130.0,2015.7157384987893,Maruti Ciaz,103.0,21.56,Kolkata,1,4,566000.0
Petrol,Hatchback,60000.0,2018.0,Maruti Alto 800,47.0,24.7,Kolkata,1,4,280000.0
Diesel,Sedan,46315.0,2015.7157384987893,Ford Fiesta,89.0,25.01,Kolkata,1,4,285000.0
Petrol,Sedan,65000.0,2015.7157384987893,Hyundai Xcent,82.0,19.1,Kolkata,1,4,299000.0
Diesel,Hatchback,90000.0,2014.0,Hyundai Grand i10,70.0,19.25539987552513,Kolkata,1,4,270000.0
Petrol,Sedan,32395.0,2015.7157384987893,Honda City,117.0,17.4,Kolkata,1,4,699000.0
Diesel,SUV,89331.0,2015.7157384987893,Mahindra XUV500,140.0,19.25539987552513,Kolkata,1,4,850000.0
Petrol,Sedan,10000.0,2020.0,Honda City,117.0,17.4,Kolkata,1,4,1250000.0
Petrol,SUV,20000.0,2016.0,Mahindra KUV 100,82.0,18.15,Kolkata,1,4,400000.0
Petrol,Hatchback,10000.0,2020.0,Datsun RediGO,67.0,21.7,Kolkata,1,4,354000.0
Diesel,SUV,36374.0,2015.7157384987893,Hyundai Venue,88.0,23.7,Kolkata,1,4,850000.0
Petrol,SUV,20801.0,2015.7157384987893,Nissan Magnite,98.0,19.25539987552513,Kolkata,1,4,669000.0
Petrol,Hatchback,43214.0,2015.7157384987893,Hyundai i20,81.0,18.6,Kolkata,1,4,481000.0
Diesel,SUV,20000.0,2021.0,Jeep Compass,167.0,17.1,Kolkata,1,4,2400000.0
Diesel,SUV,31584.0,2015.7157384987893,Mahindra XUV500,152.0,18.9,Kolkata,1,4,1170000.0
Diesel,SUV,88755.0,2015.7157384987893,Hyundai Creta,88.0,21.38,Kolkata,1,4,619000.0
Petrol,MUV,50000.0,2018.0,Maruti Ertiga,91.0,17.03,Kolkata,1,4,875000.0
Petrol,Hatchback,7277.0,2015.7157384987893,Renault KWID,67.0,19.25539987552513,Kolkata,1,4,518000.0
Diesel,Sedan,44200.0,2015.7157384987893,Honda City,98.0,19.25539987552513,Kolkata,1,4,450000.0
Petrol,Hatchback,36920.0,2015.7157384987893,Honda Brio,86.0,19.4,Kolkata,4,4,235000.0
Petrol,Hatchback,14567.0,2015.7157384987893,Maruti Swift,88.0,22.38,Kolkata,1,4,620000.0
Diesel,Sedan,19858.0,2015.7157384987893,BMW 5 Series,190.0,18.12,Kolkata,1,4,3950000.0
Diesel,Hatchback,40000.0,2018.0,Mahindra KUV 100 NXT,77.0,25.32,Kolkata,1,4,450000.0
Petrol,Hatchback,30000.0,2012.0,Maruti Wagon R,67.0,18.9,Kolkata,3,4,250000.0
Petrol,Sedan,50000.0,2018.0,Hyundai Verna,121.0,19.25539987552513,Kolkata,1,4,880000.0000000001
Petrol,Hatchback,19000.0,2015.7157384987893,Maruti Celerio X,67.0,21.63,Kolkata,1,4,425000.0
Diesel,SUV,86331.0,2015.7157384987893,Audi Q5,167.0,12.8,Kolkata,3,4,1100000.0
Diesel,SUV,15215.0,2015.7157384987893,Land Rover Range Rover Evoque,246.0,18.9,Kolkata,1,4,6200000.0
Diesel,Sedan,5700.0,2015.7157384987893,BMW 5 Series,187.0,20.37,Kolkata,3,4,5799000.0
Petrol,SUV,22887.0,2015.7157384987893,Mahindra XUV700,197.0,18.9,Kolkata,1,4,1950000.0
Petrol,Hatchback,10000.0,2022.0,Tata Tiago,84.0,20.09,Kolkata,1,4,580000.0
Petrol,SUV,4603.0,2015.7157384987893,Tata Nexon,118.0,17.33,Kolkata,1,4,890000.0
Petrol,Hatchback,7291.0,2015.7157384987893,Maruti Celerio,65.0,24.97,Kolkata,1,4,626000.0
Petrol,Hatchback,2179.0,2015.7157384987893,Hyundai Grand i10 Nios,81.0,20.7,Kolkata,1,4,753000.0
Petrol,Hatchback,26226.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Kolkata,1,4,355000.0
Diesel,Hatchback,35000.0,2015.7157384987893,Volkswagen Polo,88.0,20.14,Kolkata,1,4,399000.0
Petrol,Hatchback,24622.0,2015.7157384987893,Hyundai EON,55.0,21.1,Kolkata,4,4,209000.0
Diesel,Sedan,60000.0,2009.0,Mahindra Renault Logan,65.0,19.2,Kolkata,1,4,125000.0
Petrol,Hatchback,37647.0,2015.7157384987893,Hyundai i10,78.0,20.36,Kolkata,1,4,199000.0
Diesel,SUV,57321.0,2015.7157384987893,Renault Duster,83.0,20.45,Kolkata,1,4,354000.0
Diesel,MUV,67020.0,2015.7157384987893,Tata Hexa,153.0,17.6,Kolkata,1,4,725000.0
Petrol,SUV,20000.0,2022.0,Renault Kiger,98.0,18.24,Kolkata,1,4,1050000.0
Diesel,SUV,65000.0,2015.7157384987893,Hyundai Creta,126.0,19.67,Kolkata,1,4,500000.0
Petrol,SUV,60000.0,2015.0,Hyundai Creta,121.0,15.29,Kolkata,1,4,550000.0
Petrol,Hatchback,30000.0,2014.0,Hyundai EON,55.0,21.1,Kolkata,1,4,225000.0
Petrol,Hatchback,70000.0,2014.0,Maruti Alto 800,47.0,22.74,Kolkata,1,4,180000.0
Petrol,Hatchback,50000.0,2015.7157384987893,Ford Figo,70.0,15.6,Kolkata,1,4,165000.0
Petrol,MUV,24000.0,2015.7157384987893,Honda Mobilio,117.0,17.3,Kolkata,1,4,499000.0
Petrol,Hatchback,50000.0,2010.0,Hyundai i10,78.0,20.36,Kolkata,3,4,170000.0
Petrol,SUV,40000.0,2017.0,Honda WR-V,88.0,17.5,Kolkata,1,4,570000.0
