Fuel_Type,Body_Type,Kilometers_Driven,Registration_Year,Car_Model,Engine_Power,Mileage,City,Ownership_Encoded,Star_Rating,Price
Petrol,Hatchback,26494.0,2015.7157384987893,Renault KWID,67.0,21.74,Hyderabad,1,4,483000.0
Diesel,SUV,82000.0,2015.7157384987893,BMW X1,184.0,17.05,Hyderabad,1,4,1299000.0
Petrol,Hatchback,68101.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Hyderabad,1,4,618000.0
Diesel,Hatchback,99105.0,2015.7157384987893,Maruti Swift,74.0,28.4,Hyderabad,3,4,691000.0
Diesel,SUV,90000.0,2016.0,Hyundai Creta,126.0,19.67,Hyderabad,1,4,1000000.0
Petrol,Sedan,70424.0,2015.7157384987893,Maruti Ciaz,91.0,19.12,Hyderabad,3,4,653000.0
Diesel,SUV,98000.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Hyderabad,1,4,990000.0
Diesel,Sedan,79189.0,2015.7157384987893,Honda City,98.0,25.1,Hyderabad,3,4,537000.0
Petrol,Hatchback,115218.0,2015.7157384987893,Maruti Wagon R,67.0,18.9,Hyderabad,1,4,253000.0
Petrol,Sedan,120000.0,2012.0,Hyundai Verna,121.0,17.01,Hyderabad,1,4,399000.0
Petrol,Hatchback,119106.0,2015.7157384987893,Maruti Swift,88.0,22.38,Hyderabad,3,4,471000.0
Petrol,Sedan,60000.0,2011.0,Honda City,118.0,19.25539987552513,Hyderabad,3,4,340000.0
Diesel,Hatchback,60000.0,2017.0,Maruti Swift,74.0,28.4,Hyderabad,1,4,659000.0
Petrol,Hatchback,80000.0,2019.0,Maruti Alto 800,47.0,22.05,Hyderabad,1,4,370000.0
Diesel,Hatchback,143000.0,2015.7157384987893,Maruti Swift,74.0,22.9,Hyderabad,3,4,400000.0
Diesel,Hatchback,50000.0,2018.0,Maruti Swift,74.0,25.2,Hyderabad,1,4,700000.0
Diesel,Sedan,105000.0,2015.7157384987893,Volkswagen Passat,167.0,14.3,Hyderabad,1,4,750000.0
Diesel,MUV,110000.0,2016.0,Toyota Innova Crysta,171.0,11.36,Hyderabad,1,4,2000000.0
Petrol,Sedan,80000.0,2015.7157384987893,Honda City,118.0,19.25539987552513,Hyderabad,1,4,360000.0
Petrol,Hatchback,121617.0,2015.7157384987893,Maruti Swift,88.0,22.38,Hyderabad,3,4,368000.0
Petrol,Sedan,83825.0,2015.7157384987893,Volkswagen Vento,103.0,15.04,Hyderabad,3,4,556000.0
Petrol,Hatchback,92299.0,2015.7157384987893,Maruti Swift,85.0,18.6,Hyderabad,1,4,426000.0
Diesel,SUV,50643.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Hyderabad,3,4,961000.0
Diesel,SUV,110243.0,2015.7157384987893,Mahindra TUV 300,100.0,18.49,Hyderabad,3,4,793000.0
Diesel,Sedan,92721.0,2015.7157384987893,Mercedes-Benz C-Class,170.0,14.84,Hyderabad,1,4,990000.0
Petrol,SUV,93104.0,2015.7157384987893,Hyundai Creta,121.0,19.25539987552513,Hyderabad,1,4,951000.0
Petrol,Sedan,83858.0,2015.7157384987893,Toyota Corolla Altis,138.0,14.53,Hyderabad,4,4,300000.0
Petrol,MUV,48869.0,2015.7157384987893,Datsun GO Plus,67.0,19.02,Hyderabad,1,4,567000.0
Petrol,Hatchback,86555.0,2015.7157384987893,Maruti Alto K10,65.0,24.39,Hyderabad,1,4,298000.0
Petrol,Sedan,60000.0,2011.0,Volkswagen Vento,103.0,15.04,Hyderabad,3,4,350000.0
Petrol,MUV,39316.0,2015.7157384987893,Renault Triber,71.0,19.25539987552513,Hyderabad,1,4,674000.0
Diesel,SUV,110000.0,2014.0,Renault Duster,83.0,20.45,Hyderabad,3,4,450000.0
Diesel,Hatchback,100000.0,2016.0,Tata Bolt,74.0,22.95,Hyderabad,3,4,270000.0
Petrol,SUV,60000.0,2020.0,Hyundai Venue,118.0,18.27,Hyderabad,1,4,1000000.0
Diesel,SUV,100000.0,2016.0,Mahindra XUV500,140.0,19.25539987552513,Hyderabad,1,4,1050000.0
Diesel,Sedan,110000.0,2012.0,Skoda Laura,108.0,19.25539987552513,Hyderabad,3,4,450000.0
Diesel,SUV,135000.0,2015.7157384987893,Mercedes-Benz M-Class,165.0,18.9,Hyderabad,1,4,1725000.0
Petrol,SUV,19500.0,2015.7157384987893,Toyota Urban cruiser,103.0,18.76,Hyderabad,1,4,1175000.0
Petrol,Sedan,22127.0,2015.7157384987893,Honda Amaze,88.0,18.3,Hyderabad,1,4,940000.0
Petrol,Hatchback,78010.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Hyderabad,3,4,251000.0
Petrol,SUV,14087.0,2015.7157384987893,Ford Ecosport,120.0,15.9,Hyderabad,1,4,988000.0
Electric,SUV,30000.0,2022.0,MG ZS EV,174.0,18.9,Hyderabad,1,4,2675000.0
Diesel,SUV,55253.0,2015.7157384987893,Tata Nexon,108.0,21.19,Hyderabad,1,4,1157000.0
Petrol,SUV,63008.0,2015.7157384987893,Kia Seltos,138.0,16.5,Hyderabad,1,4,1598000.0
Electric,SUV,22000.0,2022.0,MG ZS EV,174.0,18.9,Hyderabad,1,4,2675000.0
Petrol,Hatchback,73944.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Hyderabad,1,4,266000.0
Petrol,Sedan,37000.0,2015.7157384987893,Skoda Superb,187.0,15.1,Hyderabad,1,4,3275000.0
Petrol,Hatchback,52052.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Hyderabad,3,4,279000.0
Petrol,Hatchback,42399.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Hyderabad,3,4,465000.00000000006
Diesel,Sedan,50000.0,2015.0,Maruti Swift Dzire,74.0,26.59,Hyderabad,1,4,210000.0
Cng,Hatchback,64584.0,2015.7157384987893,Maruti Wagon R,58.0,32.52,Hyderabad,1,4,549000.0
Petrol,Minivans,44000.0,2015.7157384987893,Maruti Eeco,73.0,15.37,Hyderabad,1,0,345000.0
Petrol,Hatchback,101434.0,2015.7157384987893,Renault KWID,67.0,23.01,Hyderabad,1,4,300000.0
Petrol,Hatchback,13500.0,2015.7157384987893,Maruti Eeco,79.0,19.71,Hyderabad,1,0,495000.0
Diesel,Sedan,75000.0,2015.7157384987893,Volkswagen Ameo,108.0,21.66,Hyderabad,3,4,475000.0
Diesel,Sedan,75000.0,2015.7157384987893,Hyundai Verna,126.0,22.32,Hyderabad,1,4,445000.0
Petrol,Sedan,96402.0,2015.7157384987893,Honda City,118.0,19.25539987552513,Hyderabad,1,4,165000.0
Petrol,SUV,20225.0,2015.7157384987893,MG Hector Plus,141.0,18.9,Hyderabad,1,5,1491000.0
Petrol,Hatchback,55000.0,2015.7157384987893,Hyundai i10,68.0,19.81,Hyderabad,1,4,290000.0
Petrol,SUV,44641.0,2015.7157384987893,Tata Nexon,118.0,17.33,Hyderabad,1,4,860000.0
Petrol,Hatchback,83958.0,2015.7157384987893,Hyundai i10,78.0,20.36,Hyderabad,1,4,241000.0
Diesel,SUV,124406.0,2015.7157384987893,Mahindra Scorpio,120.0,10.5,Hyderabad,4,4,121000.0
Petrol,SUV,35226.0,2015.7157384987893,Tata Nexon,108.0,19.25539987552513,Hyderabad,3,4,817000.0
Petrol,Hatchback,75552.0,2015.7157384987893,Hyundai i10,78.0,16.95,Hyderabad,3,4,330000.0
Petrol,Hatchback,107972.0,2015.7157384987893,Hyundai i10,78.0,20.36,Hyderabad,1,4,185000.0
Petrol,Sedan,46451.0,2015.7157384987893,Volkswagen Ameo,75.0,19.44,Hyderabad,1,4,568000.0
Petrol,Minivans,28220.0,2015.7157384987893,Maruti Eeco,72.0,16.11,Hyderabad,1,0,470000.0
Petrol,Hatchback,77415.0,2015.7157384987893,Maruti S-Presso,67.0,21.7,Hyderabad,1,4,457000.0
Petrol,SUV,47314.0,2015.7157384987893,Hyundai Venue,118.0,18.15,Hyderabad,1,4,1022000.0
Petrol,Hatchback,50000.0,2017.0,Renault KWID,67.0,24.04,Hyderabad,1,4,312000.0
Diesel,Hatchback,120000.0,2012.0,Tata Indica,70.0,19.4,Hyderabad,3,4,117000.0
Diesel,Sedan,40000.0,2018.0,Skoda Rapid,108.0,21.13,Hyderabad,1,4,869999.9999999999
Petrol,Hatchback,80000.0,2013.0,Honda Brio,86.0,19.4,Hyderabad,3,4,285000.0
Diesel,SUV,120000.0,2018.0,Toyota Fortuner,174.0,14.24,Hyderabad,1,4,2800000.0
Petrol,Hatchback,16415.0,2015.7157384987893,Maruti Eeco,79.0,19.71,Hyderabad,1,0,520000.0
Petrol,Hatchback,110000.0,2008.0,Maruti Alto,46.0,19.7,Hyderabad,3,4,100000.0
Petrol,Hatchback,30564.0,2015.7157384987893,Maruti Wagon R,81.0,20.52,Hyderabad,1,4,550000.0
Diesel,Hatchback,90000.0,2011.0,Ford Figo,68.0,19.25539987552513,Hyderabad,3,4,185000.0
Petrol,MUV,62674.0,2015.7157384987893,Datsun GO Plus,67.0,19.83,Hyderabad,4,4,431000.0
Petrol,Hatchback,61710.0,2015.7157384987893,Honda Jazz,88.0,18.2,Hyderabad,1,4,631000.0
Diesel,Sedan,95000.0,2012.0,Hyundai Verna,126.0,22.32,Hyderabad,1,4,476000.0
Diesel,SUV,99215.0,2015.7157384987893,Hyundai Creta,126.0,17.01,Hyderabad,1,4,1119000.0
Diesel,SUV,46034.0,2015.7157384987893,Tata Nexon,108.0,21.5,Hyderabad,1,4,1002000.0
Petrol,MUV,20000.0,2015.7157384987893,Maruti Ertiga,93.0,16.02,Hyderabad,1,4,685000.0
Petrol,Hatchback,60993.0,2015.7157384987893,Honda Brio,86.0,19.4,Hyderabad,1,4,347000.0
Diesel,SUV,90000.0,2015.0,Mahindra XUV500,140.0,19.25539987552513,Hyderabad,3,4,650000.0
Diesel,Sedan,71821.0,2015.7157384987893,Maruti Swift Dzire,74.0,28.4,Hyderabad,1,4,756000.0
Petrol,SUV,2486.0,2015.7157384987893,MG Hector,141.0,15.81,Hyderabad,1,4,1581000.0
Petrol,Sedan,60000.0,2006.0,Honda Civic,130.0,12.9,Hyderabad,4,4,230000.0
Petrol,Hatchback,12740.0,2015.7157384987893,Hyundai Grand i10 Nios,81.0,20.7,Hyderabad,1,4,584000.0
Electric,SUV,30000.0,2022.0,Tata Nexon EV Prime,127.0,18.9,Hyderabad,1,4,1500000.0
Diesel,Hatchback,79079.0,2015.7157384987893,Hyundai Grand i10,73.0,19.25539987552513,Hyderabad,3,4,400000.0
Petrol,Hatchback,28522.0,2015.7157384987893,Tata Altroz,86.0,19.33,Hyderabad,1,4,535000.0
Electric,Sedan,67200.0,2015.7157384987893,Mahindra E Verito,41.0,18.9,Hyderabad,1,4,410000.0
Electric,Sedan,50000.0,2015.7157384987893,Mahindra E Verito,41.0,18.9,Hyderabad,1,4,295000.0
Diesel,Sedan,46000.0,2018.0,Volvo S60,190.0,27.03,Hyderabad,1,4,2200000.0
Diesel,SUV,20000.0,2022.0,Mahindra Scorpio N,172.0,18.9,Hyderabad,1,4,2120000.0
Diesel,SUV,80000.0,2016.0,Mahindra KUV 100,77.0,25.32,Hyderabad,1,4,310000.0
Petrol,Hatchback,29011.0,2015.7157384987893,Renault KWID,67.0,23.01,Hyderabad,1,4,337000.0
Petrol,SUV,42372.0,2015.7157384987893,Kia Seltos,113.0,16.8,Hyderabad,1,4,1259000.0
Petrol,SUV,23147.0,2015.7157384987893,Mahindra Thar,150.0,18.9,Hyderabad,3,4,1400000.0
Diesel,Sedan,22310.0,2015.7157384987893,Honda City,97.0,24.1,Hyderabad,1,4,1291000.0
Petrol,Hatchback,18732.0,2015.7157384987893,Maruti Celerio,65.0,19.25539987552513,Hyderabad,1,4,498000.00000000006
Diesel,Sedan,95417.0,2015.7157384987893,Toyota Etios,67.0,23.59,Hyderabad,1,4,470000.0
Petrol,Sedan,62015.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Hyderabad,3,4,545000.0
Petrol,SUV,54000.0,2015.7157384987893,Ford Ecosport,120.0,14.7,Hyderabad,1,4,894999.9999999999
Petrol,Hatchback,51237.0,2015.7157384987893,Renault KWID,67.0,23.01,Hyderabad,3,4,427000.0
Petrol,Sedan,36140.0,2015.7157384987893,Hyundai Xcent,81.0,20.14,Hyderabad,1,4,559000.0
Diesel,Hatchback,80000.0,2018.0,Maruti Swift,74.0,28.4,Hyderabad,3,4,650000.0
Petrol,Hatchback,70895.0,2015.7157384987893,Maruti Celerio,65.0,19.25539987552513,Hyderabad,3,4,443000.0
Diesel,Hatchback,90000.0,2018.0,Hyundai Grand i10,73.0,19.25539987552513,Hyderabad,1,4,480000.0
Petrol,Sedan,60000.0,2020.0,Tata Tigor,84.0,19.28,Hyderabad,1,4,660000.0
Petrol,Hatchback,70237.0,2015.7157384987893,Maruti Wagon R,67.0,21.79,Hyderabad,1,4,145000.0
Petrol,Hatchback,89592.0,2015.7157384987893,Hyundai Santro Xing,81.0,19.25539987552513,Hyderabad,1,4,165000.0
Diesel,Sedan,79333.0,2015.7157384987893,Chevrolet Cruze,147.0,18.3,Hyderabad,1,4,380000.0
Diesel,Sedan,82144.0,2015.7157384987893,Maruti Swift Dzire,74.0,23.4,Hyderabad,1,4,450000.0
Diesel,Sedan,40000.0,2018.0,BMW 3 Series,190.0,22.69,Hyderabad,1,4,2300000.0
Diesel,Sedan,129517.0,2015.7157384987893,Volkswagen Vento,103.0,21.21,Hyderabad,3,4,500000.0
Petrol,Hatchback,39881.0,2015.7157384987893,Hyundai Santro,68.0,20.3,Hyderabad,1,4,531000.0
Petrol,Hatchback,12280.0,2015.7157384987893,Tata Altroz,108.0,18.5,Hyderabad,1,4,744000.0
Diesel,Sedan,70000.0,2011.0,Tata Manza,88.0,21.12,Hyderabad,1,4,200000.0
Cng,Hatchback,49984.0,2015.7157384987893,Maruti Celerio,58.0,30.47,Hyderabad,1,4,576000.0
Petrol,SUV,51258.0,2015.7157384987893,Ford Ecosport,121.0,14.8,Hyderabad,1,4,760000.0
Cng,Sedan,90000.0,2019.0,Hyundai Xcent Prime,65.0,18.9,Hyderabad,3,4,400000.0
Petrol,Hatchback,95178.0,2015.7157384987893,Honda Brio,86.0,19.4,Hyderabad,3,4,273000.0
Petrol,Sedan,62000.0,2015.7157384987893,Volkswagen Ameo,75.0,19.44,Hyderabad,1,4,480000.0
Diesel,SUV,119781.0,2015.7157384987893,Hyundai Creta,126.0,19.67,Hyderabad,1,4,922000.0
Petrol,Hatchback,31750.0,2015.7157384987893,Tata Altroz,108.0,18.5,Hyderabad,3,4,746000.0
Diesel,MUV,78000.0,2015.7157384987893,Toyota Innova Crysta,171.0,11.36,Hyderabad,1,4,2400000.0
Diesel,Sedan,110000.0,2015.7157384987893,Hyundai Verna,126.0,22.32,Hyderabad,1,4,490000.00000000006
Petrol,Hatchback,73400.0,2015.7157384987893,Hyundai Grand i10,82.0,18.9,Hyderabad,1,4,460000.0
Petrol,Hatchback,40000.0,2018.0,Tata Tiago,83.0,23.84,Hyderabad,4,4,490000.00000000006
Diesel,SUV,49500.0,2015.7157384987893,Mahindra XUV500,152.0,15.1,Hyderabad,1,4,1589000.0
Petrol,Sedan,14991.0,2015.7157384987893,Hyundai Verna,113.0,17.7,Hyderabad,1,4,930000.0
Petrol,MUV,32363.0,2015.7157384987893,Maruti Ertiga,103.0,19.01,Hyderabad,1,4,702000.0
Diesel,Sedan,60000.0,2013.0,Hyundai Verna,126.0,22.32,Hyderabad,3,4,465000.00000000006
Petrol,Hatchback,99750.0,2015.7157384987893,Hyundai Santro,81.0,18.9,Hyderabad,3,0,50000.0
Petrol,Sedan,15504.0,2015.7157384987893,Skoda Rapid,108.0,18.97,Hyderabad,1,4,1008000.0
Petrol,SUV,20858.0,2015.7157384987893,Ford Ecosport,121.0,19.25539987552513,Hyderabad,1,4,813000.0000000001
Petrol,SUV,30000.0,2019.0,Jeep Compass,160.0,19.25539987552513,Hyderabad,1,4,1485000.0
Diesel,SUV,90305.0,2015.7157384987893,Mahindra Thar,105.0,16.55,Hyderabad,3,4,744000.0
Diesel,SUV,99128.0,2015.7157384987893,Hyundai Creta,126.0,19.67,Hyderabad,1,4,989000.0
Petrol,SUV,30000.0,2019.0,Jeep Compass,160.0,19.25539987552513,Hyderabad,1,4,1485000.0
Petrol,Sedan,52597.0,2015.7157384987893,Honda Amaze,86.0,19.25539987552513,Hyderabad,3,4,408000.0
Diesel,Hatchback,112921.0,2015.7157384987893,Maruti Swift,74.0,25.2,Hyderabad,4,4,400000.0
Diesel,Sedan,73626.0,2015.7157384987893,Maruti Swift Dzire,74.0,23.4,Hyderabad,1,4,492000.0
Petrol,Hatchback,42964.0,2015.7157384987893,Renault KWID,67.0,24.04,Hyderabad,1,4,446000.0
Diesel,Sedan,100000.0,2016.0,Maruti Ciaz,88.0,28.09,Hyderabad,3,4,500000.0
Diesel,SUV,89906.0,2015.7157384987893,Jeep Compass,170.0,17.1,Hyderabad,1,4,1103000.0
Diesel,SUV,80000.0,2018.0,Mahindra Scorpio,120.0,16.36,Hyderabad,3,4,960000.0
Diesel,Sedan,110000.0,2019.0,Maruti Swift Dzire Tour,74.0,19.95,Hyderabad,1,4,550000.0
Diesel,SUV,40000.0,2019.0,Kia Seltos,113.0,20.8,Hyderabad,1,4,1500000.0
Petrol,Hatchback,40000.0,2020.0,Tata Tiago,84.0,19.25539987552513,Hyderabad,3,4,660000.0
Diesel,Sedan,90000.0,2015.0,Hyundai Xcent,71.0,24.4,Hyderabad,1,4,365000.0
Diesel,Sedan,30000.0,2018.0,Hyundai Elantra,126.0,18.23,Hyderabad,1,4,1450000.0
Petrol,Hatchback,45416.0,2015.7157384987893,Volkswagen Polo,108.0,16.47,Hyderabad,1,4,900000.0
Petrol,Hatchback,64000.0,2015.7157384987893,Hyundai i20,82.0,18.5,Hyderabad,1,4,385000.0
Petrol,SUV,16769.0,2015.7157384987893,MG Hector,141.0,18.9,Hyderabad,1,4,1639000.0
Petrol,SUV,30580.0,2015.7157384987893,Nissan Magnite,98.0,19.25539987552513,Hyderabad,1,4,765000.0
Diesel,SUV,47000.0,2015.7157384987893,Land Rover Range Rover Evoque,177.0,15.68,Hyderabad,1,4,4500000.0
Petrol,SUV,25596.0,2015.7157384987893,Tata Nexon,118.0,17.05,Hyderabad,3,4,991000.0
Diesel,SUV,89681.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Hyderabad,1,4,744000.0
Petrol,MUV,42000.0,2015.7157384987893,Maruti Ertiga,103.0,19.01,Hyderabad,1,4,825000.0
Petrol,MUV,29302.0,2015.7157384987893,Renault Triber,71.0,18.2,Hyderabad,1,4,770000.0
Petrol,Sedan,41200.0,2015.7157384987893,Honda City,117.0,19.25539987552513,Hyderabad,1,4,745000.0
Diesel,SUV,70076.0,2015.7157384987893,Tata Harrier,167.0,16.35,Hyderabad,1,4,1775000.0
Diesel,SUV,90114.0,2015.7157384987893,Ford Ecosport,98.0,19.25539987552513,Hyderabad,1,4,765000.0
Diesel,SUV,80000.0,2014.0,Mahindra Bolero,63.0,15.96,Hyderabad,2,0,250000.0
Petrol,SUV,5933.0,2015.7157384987893,Renault Duster,104.0,14.99,Hyderabad,1,4,835000.0
Petrol,Hatchback,30000.0,2017.0,Tata Tiago,84.0,23.84,Hyderabad,1,4,470000.0
Petrol,Hatchback,60000.0,2011.0,Maruti Alto K10,67.0,20.92,Hyderabad,1,4,200000.0
Electric,SUV,20000.0,2015.7157384987893,Mercedes-Benz EQC,402.0,18.9,Hyderabad,1,4,7500000.0
Diesel,Sedan,66000.0,2015.7157384987893,Audi A4,147.0,16.55,Hyderabad,1,4,1299000.0
Petrol,Sedan,135000.0,2015.7157384987893,Mercedes-Benz C-Class,81.0,18.9,Hyderabad,1,4,225000.0
Diesel,Sedan,110000.0,2015.7157384987893,Skoda Octavia,66.0,18.7,Hyderabad,1,4,249000.00000000003
Diesel,Sedan,133000.0,2015.7157384987893,Skoda Superb,163.0,11.9,Hyderabad,1,4,279000.0
Diesel,Hatchback,61000.0,2015.7157384987893,Ford Figo,68.0,19.25539987552513,Hyderabad,1,4,310000.0
Petrol,Hatchback,29828.0,2015.7157384987893,Renault KWID,67.0,21.46,Hyderabad,1,4,418000.0
Petrol,Hatchback,58321.0,2015.7157384987893,Hyundai EON,55.0,21.1,Hyderabad,4,4,257000.0
Diesel,Sedan,85000.0,2015.7157384987893,Volvo S60,163.0,18.5,Hyderabad,1,4,799000.0
Petrol,Sedan,37566.0,2015.7157384987893,Honda Amaze,88.0,19.5,Hyderabad,3,4,622000.0
Petrol,Hatchback,60610.0,2015.7157384987893,Maruti Alto 800,47.0,22.05,Hyderabad,3,4,238000.0
Petrol,Hatchback,30000.0,2011.0,Volkswagen Polo,73.0,16.47,Hyderabad,1,4,365000.0
Petrol,Hatchback,32098.0,2015.7157384987893,Maruti Baleno,83.0,21.4,Hyderabad,1,4,753000.0
Diesel,Sedan,100000.0,2015.0,Honda City,98.0,19.25539987552513,Hyderabad,1,4,520000.0
Petrol,Hatchback,48556.0,2015.7157384987893,Renault KWID,67.0,23.01,Hyderabad,1,4,394000.0
Diesel,Sedan,76654.0,2015.7157384987893,Hyundai Verna,126.0,19.25539987552513,Hyderabad,1,4,991000.0
Diesel,SUV,50000.0,2021.0,Hyundai Creta,113.0,18.9,Hyderabad,1,4,1400000.0
Petrol,Hatchback,39014.0,2015.7157384987893,Toyota Glanza,81.0,19.56,Hyderabad,1,4,773000.0
Petrol,Hatchback,105000.0,2015.7157384987893,Fiat Abarth Avventura,140.0,17.1,Hyderabad,3,4,475000.0
Diesel,Sedan,95000.0,2015.7157384987893,Chevrolet Cruze,147.0,18.3,Hyderabad,1,4,465000.00000000006
Diesel,SUV,122000.0,2015.7157384987893,Toyota Fortuner,171.0,11.5,Hyderabad,1,4,1199000.0
Petrol,SUV,10000.0,2022.0,Mahindra XUV300,108.0,16.5,Hyderabad,1,4,1300000.0
Diesel,SUV,45000.0,2015.7157384987893,Ford Endeavour,158.0,12.62,Hyderabad,1,4,3575000.0
Diesel,SUV,80000.0,2017.0,Ford Ecosport,98.0,19.25539987552513,Hyderabad,1,4,700000.0
Diesel,SUV,120000.0,2015.0,Ford Ecosport,98.0,22.77,Hyderabad,1,4,450000.0
Diesel,SUV,44989.0,2015.7157384987893,Ford Endeavour,167.0,12.4,Hyderabad,1,4,3900000.0
Petrol,Hatchback,68336.0,2015.7157384987893,Hyundai EON,55.0,21.1,Hyderabad,3,4,289000.0
Petrol,Hatchback,79202.0,2015.7157384987893,Maruti Swift,88.0,22.38,Hyderabad,1,4,403000.0
Diesel,MUV,150000.0,2008.0,Toyota Innova,102.0,12.8,Hyderabad,3,0,380000.0
Diesel,Hatchback,101883.0,2015.7157384987893,Honda Jazz,98.0,27.3,Hyderabad,3,4,617000.0
Diesel,SUV,105405.0,2015.7157384987893,Hyundai Creta,126.0,17.6,Hyderabad,1,4,1192000.0
Petrol,Sedan,120000.0,2012.0,Hyundai Verna,121.0,17.01,Hyderabad,1,4,340000.0
Petrol,Hatchback,55053.0,2015.7157384987893,Volkswagen Polo,108.0,16.47,Hyderabad,1,4,925000.0
Petrol,Hatchback,10000.0,2022.0,Maruti Baleno,88.0,22.35,Hyderabad,1,4,850000.0
Petrol,Hatchback,111046.0,2015.7157384987893,Maruti Alto K10,65.0,24.39,Hyderabad,1,4,225000.0
Cng,Hatchback,1457.0,2015.7157384987893,Maruti Celerio,55.0,35.6,Hyderabad,1,4,692000.0
Petrol,Sedan,90000.0,2022.0,Hindustan Motors Contessa,81.0,19.25539987552513,Hyderabad,3,4,425000.0
Diesel,SUV,63752.0,2015.7157384987893,Mahindra Bolero Neo,100.0,17.29,Hyderabad,1,4,1180000.0
Diesel,Sedan,80000.0,2010.0,Tata Manza,90.0,19.25539987552513,Hyderabad,3,4,195000.0
Diesel,Sedan,50000.0,2018.0,Hyundai Xcent,73.0,25.4,Hyderabad,1,4,420000.0
Diesel,Hatchback,91543.0,2015.7157384987893,Maruti Swift,74.0,22.9,Hyderabad,4,4,350000.0
Diesel,Sedan,60000.0,2019.0,Ford Aspire,99.0,26.1,Hyderabad,1,4,590000.0
Diesel,SUV,30000.0,2021.0,Tata Nexon,113.0,23.22,Hyderabad,1,4,960000.0
Diesel,SUV,74320.0,2015.7157384987893,Maruti Vitara Brezza,88.0,24.3,Hyderabad,1,4,750000.0
Diesel,Hatchback,70000.0,2014.0,Chevrolet Beat,56.0,25.44,Hyderabad,3,4,240000.0
Petrol,SUV,10000.0,2022.0,Maruti Brezza,101.0,19.89,Hyderabad,1,4,1260000.0
Petrol,Sedan,53326.0,2015.7157384987893,Honda City,117.0,17.8,Hyderabad,3,4,617000.0
Diesel,Sedan,97112.0,2015.7157384987893,Maruti Swift Dzire,74.0,28.4,Hyderabad,1,4,770000.0
Petrol,SUV,10000.0,2022.0,Hyundai Creta,138.0,18.9,Hyderabad,1,4,1800000.0
Petrol,Hatchback,8345.0,2015.7157384987893,Hyundai Grand i10,81.0,18.9,Hyderabad,1,4,642000.0
Petrol,Hatchback,45852.0,2015.7157384987893,Maruti Wagon R,67.0,20.51,Hyderabad,3,4,318000.0
Diesel,Hatchback,90000.0,2016.0,Volkswagen Polo,108.0,21.49,Hyderabad,1,4,620000.0
Petrol,SUV,12094.0,2015.7157384987893,Nissan Magnite,98.0,17.4,Hyderabad,1,4,951000.0
Petrol,MUV,20000.0,2021.0,Maruti Ertiga,103.0,17.99,Hyderabad,1,4,900000.0
Diesel,SUV,30111.0,2015.7157384987893,Hyundai Alcazar,113.0,20.4,Hyderabad,1,4,1808000.0
Petrol,Hatchback,34840.0,2015.7157384987893,Maruti Swift,88.0,22.56,Hyderabad,1,4,669000.0
Diesel,Sedan,100000.0,2018.0,Skoda Rapid,108.0,21.72,Hyderabad,3,4,680000.0
Diesel,Sedan,110807.0,2015.7157384987893,Volkswagen Vento,103.0,20.54,Hyderabad,3,4,376000.0
Petrol,SUV,10000.0,2022.0,Kia Sonet,81.0,18.4,Hyderabad,1,4,1050000.0
Petrol,Hatchback,131561.0,2015.7157384987893,Hyundai Santro Xing,81.0,19.25539987552513,Hyderabad,0,4,96000.0
Petrol,Sedan,38370.0,2015.7157384987893,Hyundai Aura,81.0,20.5,Hyderabad,1,4,600000.0
Petrol,SUV,60000.0,2020.0,Maruti Vitara Brezza,103.0,17.03,Hyderabad,1,4,880000.0000000001
Petrol,MUV,30000.0,2020.0,Renault Triber,71.0,19.25539987552513,Hyderabad,1,4,640000.0
Diesel,Sedan,120000.0,2003.0,Hyundai Accent,82.0,13.1,Hyderabad,3,4,80000.0
Petrol,SUV,50000.0,2020.0,Mahindra XUV300,108.0,19.25539987552513,Hyderabad,1,4,850000.0
Diesel,Sedan,70000.0,2012.0,BMW 3 Series,184.0,18.88,Hyderabad,1,4,900000.0
Petrol,Hatchback,90566.0,2015.7157384987893,Hyundai Santro Xing,62.0,17.92,Hyderabad,3,4,195000.0
Diesel,Sedan,67370.0,2015.7157384987893,Hyundai Verna,126.0,19.25539987552513,Hyderabad,3,4,1033000.0
Petrol,SUV,20000.0,2021.0,MG Hector,141.0,13.96,Hyderabad,1,4,1700000.0
Diesel,MUV,19661.0,2015.7157384987893,Mahindra Marazzo,120.0,17.3,Hyderabad,1,4,1268000.0
Diesel,SUV,58177.0,2015.7157384987893,Hyundai Venue,98.0,23.7,Hyderabad,1,4,1120000.0
Petrol,SUV,40000.0,2020.0,Maruti SX4 S Cross,103.0,18.55,Hyderabad,1,4,850000.0
Diesel,SUV,76134.0,2015.7157384987893,Renault Duster,83.0,20.46,Hyderabad,1,4,408000.0
Diesel,SUV,40000.0,2022.0,Hyundai Creta,113.0,18.9,Hyderabad,1,4,1750000.0
