Fuel_Type,Body_Type,Kilometers_Driven,Registration_Year,Car_Model,Ownership,Features,Engine_Power,Mileage,Car_Link,Price,Car_Age
Petrol,Hatchback,"84,484",Jun 2017,Maruti Wagon R,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",67bhp,20.51 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Wagon-R-Amt-Vxi-Option-cars-Hyderabad_516cc5b7-455f-4eaa-bf49-1d369affe1a8.htm,₹ 4.08 Lakh,2016
Petrol,Hatchback,"10,000",2018,Renault KWID,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",67bhp,24.04 kmpl,https://www.cardekho.com/used-car-details/used-Renault-Kwid-1.0-Amt-Rxt-cars-Hyderabad_fb2fbe49-0233-4959-ac7c-698d78910a1d.htm,₹ 4 Lakh,2018
Petrol,Hatchback,"10,000",2018,Renault KWID,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",67bhp,24.04 kmpl,https://www.cardekho.com/used-car-details/used-Renault-Kwid-1.0-Amt-Rxt-cars-Hyderabad_11d68df4-4236-43a5-b528-dfb70b46e20d.htm,₹ 4 Lakh,2018
Petrol,Hatchback,"60,000",2014,Mercedes-Benz B Class,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Cd Player",120.7bhp,11.9 kmpl,https://www.cardekho.com/used-car-details/used-Mercedes-benz-B-Class-B180-Sports-cars-Hyderabad_1fa7654a-70d4-4f0c-a538-0a0fcc6cbd48.htm,₹ 11 Lakh,2014
Petrol,Hatchback,"70,000",2011,Hyundai i20,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Fog Lights Rear, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Cd Player",80 PS at 5200 rpm,17 kmpl,https://www.cardekho.com/used-car-details/used-Hyundai-I20-1.2-Sportz-cars-Hyderabad_0835ae29-6a3c-40fd-a72d-2854f0f537d1.htm,₹ 3.10 Lakh,2011
Petrol,Hatchback,"50,000",2018,Maruti Swift,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Radio",81.80bhp,21.21 kmpl,https://www.cardekho.com/used-car-details/used-Maruti-Swift-Amt-Zxi-Plus-cars-Hyderabad_0761c386-935f-4358-ac50-135467fb1818.htm,₹ 6.50 Lakh,2018
Diesel,Hatchback,"1,00,000",2015,Tata Bolt,First Owner,"Power Steering, Remote Trunk Opener, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Power Door Locks, Child Safety Locks",74bhp,22.95 kmpl,https://www.cardekho.com/used-car-details/used-Tata-Bolt-Quadrajet-Xe-cars-Hyderabad_da98ddfd-d2e9-4f65-adaa-b81d5c6be338.htm,₹ 3.50 Lakh,2015
Diesel,MUV,"1,50,000",2005,Toyota Innova,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Centeral Locking, Power Door Locks, Speakers Front",102,12.8 kmpl,https://www.cardekho.com/used-car-details/used-Toyota-Innova-2.5-G1-Diesel-8-seater-cars-Hyderabad_2f42c43e-1680-4e66-8423-6f50783bf245.htm,₹ 3.04 Lakh,2005
Petrol,SUV,"40,000",2018,Tata Nexon,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",108.5bhp,17 kmpl,https://www.cardekho.com/used-car-details/used-Tata-Nexon-1.2-Revotron-Xz-Plus-cars-Hyderabad_8ffd53ba-1080-43b0-9699-b8018634bb57.htm,₹ 7.50 Lakh,2018
Petrol,Hatchback,"70,145",Dec 2014,Maruti Alto 800,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Manually Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Child Safety Locks",47.33bhp,22.05 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Alto-800-Lxi-cars-Hyderabad_601174a7-0c26-4202-8fd6-23000d8b7feb.htm,₹ 2.55 Lakh,2014
Petrol,SUV,"70,226",Jul 2021,Honda WR-V,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",88.50bhp,16.5 kmpl,https://www.cardekho.com/buy-used-car-details/used-Honda-Wr-v-Sv-cars-Hyderabad_2e804c67-fed6-498f-b6d8-e7a0dba417e3.htm,₹ 8.36 Lakh,2021
Petrol,SUV,"30,000",2021,Tata Nexon,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Power Adjustable Exterior Rear View Mirror, Anti Lock Braking System, Brake Assist, Radio",118.36bhp,16.35 kmpl,https://www.cardekho.com/used-car-details/used-Tata-Nexon-Xza-Plus-Dt-Roof-(o)-Amt-cars-Hyderabad_ba002822-7745-4c76-89bf-b1ff258d5de1.htm,₹ 11.75 Lakh,2021
Petrol,Hatchback,"67,993",Dec 2015,Maruti Wagon R,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Centeral Locking, Power Door Locks, Cd Player",67.04bhp,20.51 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Wagon-R-Vxi-Bs-Iv-cars-Hyderabad_21b42c78-8300-4410-9128-ee1dfe69033d.htm,₹ 3.63 Lakh,2015
Petrol,Hatchback,"73,224",Mar 2018,Maruti Baleno,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Radio",83.1bhp,21.4 kmpl,https://www.cardekho.com/buy-used-car-details/used-Maruti-Baleno-1.2-Cvt-Alpha-cars-Hyderabad_3788c2ea-ecb4-4d85-b712-c18e79d40cf3.htm,₹ 7.29 Lakh,2018
Diesel,MUV,"1,50,000",2016,Toyota Innova Crysta,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Brake Assist, Cd Player",147.8bhp,13.68 kmpl,https://www.cardekho.com/used-car-details/used-Toyota-Innova-Crysta-2.4-Zx-Mt-Bsiv-cars-Hyderabad_80445b2f-6cea-402f-ae0d-4aa3d6562f07.htm,₹ 16 Lakh,2016
Petrol,Sedan,"75,199",Mar 2017,Honda City,Second Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",117.3bhp,17.8 kmpl,https://www.cardekho.com/buy-used-car-details/used-Honda-City-I-Vtec-Vx-cars-Hyderabad_1eedf518-7d4a-49c1-bacf-3206c75d38fc.htm,₹ 7.73 Lakh,2017
Diesel,SUV,"40,000",2018,Jeep Compass,First Owner,"Power Steering, Power Windows Front, Air Conditioner, Heater, Adjustable Head Lights, Fog Lights Front, Anti Lock Braking System, Centeral Locking, Cd Player",170bhp,17.1 kmpl,https://www.cardekho.com/used-car-details/used-Jeep-Compass-2.0-Longitude-Option-Bsiv-cars-Hyderabad_b51e91d3-7435-459a-926f-d967fb3e9a09.htm,₹ 14.50 Lakh,2018
